@relation trainingset

@attribute age numeric
@attribute job {JobCat6,JobCat9,JobCat11,JobCat10,JobCat4,JobCat1,JobCat2,JobCat7,JobCat3,JobCat8,JobCat5,unknown}
@attribute marital {married,single,divorced}
@attribute education {tertiary,secondary,unknown,primary,low}
@attribute gender {m,f}
@attribute incumbent {yes,no}
@attribute profile {low,med,high}
@attribute party {SF,FG,NP,FF,PBP,Renu,SDP,LAB}
@attribute outcome {eliminated,elected}

@data
51,JobCat3,divorced,primary,m,yes,high,FG,eliminated
33,JobCat3,married,secondary,m,yes,high,FG,eliminated
34,JobCat6,single,tertiary,m,yes,high,FG,eliminated
55,JobCat6,married,primary,m,yes,high,FG,eliminated
32,JobCat3,married,secondary,m,yes,high,FG,eliminated
44,JobCat6,divorced,tertiary,m,yes,low,FG,elected
53,JobCat6,married,tertiary,m,yes,high,FG,eliminated
31,JobCat3,married,primary,m,yes,high,FG,eliminated
41,JobCat7,married,secondary,m,yes,low,FG,elected
36,JobCat6,married,tertiary,m,yes,high,FG,eliminated
57,JobCat6,divorced,tertiary,m,yes,high,FG,eliminated
37,JobCat11,married,secondary,m,yes,high,FG,eliminated
44,JobCat9,single,secondary,m,yes,high,FG,eliminated
35,JobCat3,married,secondary,m,yes,high,FG,eliminated
45,JobCat3,married,secondary,m,yes,high,FG,eliminated
35,JobCat7,married,secondary,m,yes,low,FG,eliminated
42,JobCat3,married,secondary,m,yes,high,FG,eliminated
37,JobCat6,single,tertiary,m,yes,high,FG,eliminated
60,JobCat6,divorced,secondary,m,yes,low,FG,eliminated
47,JobCat3,married,primary,m,yes,high,FG,eliminated
57,JobCat3,married,secondary,m,yes,high,FG,eliminated
46,JobCat6,married,tertiary,m,yes,high,FG,eliminated
56,JobCat9,married,unknown,m,yes,high,FG,eliminated
33,JobCat10,single,secondary,m,yes,high,FG,eliminated
45,JobCat9,divorced,secondary,m,yes,high,FG,eliminated
51,JobCat7,married,secondary,m,yes,low,FG,eliminated
32,JobCat3,single,secondary,m,no,high,FG,eliminated
40,JobCat3,married,primary,m,yes,high,FG,eliminated
35,JobCat11,married,secondary,m,yes,high,FG,eliminated
42,JobCat7,married,secondary,m,yes,high,FG,eliminated
30,JobCat3,married,secondary,m,yes,high,FG,eliminated
40,JobCat3,married,primary,m,yes,high,FG,eliminated
36,JobCat10,single,secondary,m,yes,high,FG,eliminated
49,JobCat4,married,tertiary,m,yes,high,FG,eliminated
30,JobCat3,married,secondary,m,no,high,FG,eliminated
33,JobCat7,divorced,secondary,m,yes,low,FG,eliminated
47,JobCat7,single,secondary,m,yes,low,FG,eliminated
26,JobCat3,single,secondary,m,yes,high,FG,eliminated
30,JobCat3,married,secondary,m,yes,high,FG,eliminated
37,JobCat6,married,tertiary,m,yes,high,FG,eliminated
44,JobCat7,divorced,secondary,m,yes,high,FG,eliminated
44,JobCat7,divorced,secondary,m,yes,high,FG,eliminated
49,JobCat9,married,secondary,m,yes,high,FG,eliminated
31,JobCat11,single,secondary,m,yes,high,FG,eliminated
25,JobCat3,married,secondary,m,yes,high,FG,eliminated
24,JobCat3,single,primary,m,yes,high,FG,eliminated
35,JobCat7,divorced,secondary,m,yes,high,FG,eliminated
29,JobCat7,married,secondary,m,yes,high,FG,eliminated
30,JobCat11,single,secondary,m,yes,high,FG,eliminated
30,JobCat7,single,unknown,m,yes,high,FG,eliminated
27,JobCat11,single,secondary,m,yes,high,FG,eliminated
29,JobCat3,married,secondary,m,yes,high,FG,eliminated
29,JobCat3,married,primary,m,yes,high,FG,eliminated
30,JobCat3,married,secondary,m,yes,high,FG,eliminated
43,JobCat3,married,secondary,m,yes,high,FG,eliminated
56,JobCat3,married,primary,m,yes,high,FG,eliminated
29,JobCat8,single,tertiary,m,yes,high,FG,eliminated
44,JobCat11,single,secondary,m,yes,high,FG,eliminated
35,JobCat9,married,secondary,m,yes,high,FG,eliminated
40,JobCat10,married,secondary,m,yes,high,FG,eliminated
43,JobCat6,married,primary,m,yes,high,FG,eliminated
33,JobCat11,married,secondary,m,yes,high,FG,eliminated
33,JobCat3,single,secondary,m,yes,high,FG,eliminated
27,JobCat3,single,unknown,m,yes,low,FG,eliminated
36,JobCat9,single,secondary,m,yes,low,FG,elected
53,JobCat7,divorced,primary,m,yes,high,FG,eliminated
50,JobCat3,married,secondary,m,yes,high,FG,eliminated
54,JobCat2,married,secondary,m,yes,high,FG,eliminated
55,JobCat6,married,primary,m,yes,high,FG,eliminated
27,JobCat6,single,tertiary,m,yes,high,FG,eliminated
48,JobCat3,married,primary,m,yes,high,FG,eliminated
42,JobCat3,single,primary,m,yes,high,FG,eliminated
23,JobCat5,single,secondary,m,yes,low,FG,eliminated
55,JobCat2,married,secondary,m,yes,high,FG,eliminated
31,JobCat3,married,secondary,m,yes,high,FG,eliminated
46,JobCat3,married,secondary,m,yes,high,FG,eliminated
29,JobCat9,single,secondary,m,no,high,FG,eliminated
51,JobCat3,single,secondary,m,yes,low,FG,eliminated
24,JobCat9,single,tertiary,m,yes,high,FG,eliminated
34,JobCat6,married,secondary,m,yes,high,FG,eliminated
34,JobCat9,single,secondary,m,yes,high,FG,eliminated
42,JobCat4,married,tertiary,m,yes,high,FG,eliminated
32,JobCat6,married,tertiary,m,yes,high,FG,eliminated
29,JobCat9,single,secondary,m,yes,high,FG,eliminated
44,JobCat1,married,primary,m,yes,low,FG,eliminated
53,JobCat6,married,tertiary,m,yes,low,FG,eliminated
52,JobCat6,divorced,tertiary,m,yes,high,FG,eliminated
25,JobCat3,married,secondary,m,yes,high,FG,eliminated
45,JobCat3,married,secondary,m,yes,high,FG,eliminated
36,JobCat6,married,tertiary,m,yes,high,FG,eliminated
21,JobCat1,single,secondary,m,yes,high,FG,eliminated
56,JobCat3,married,secondary,m,yes,high,FG,eliminated
37,JobCat3,single,primary,m,yes,high,FG,eliminated
33,JobCat6,single,tertiary,m,yes,high,FG,eliminated
46,JobCat3,married,secondary,m,yes,high,FG,eliminated
30,JobCat9,married,tertiary,m,no,high,FG,eliminated
26,JobCat3,married,tertiary,m,yes,low,FG,elected
42,JobCat3,divorced,primary,m,yes,high,FG,eliminated
54,JobCat3,divorced,unknown,m,yes,high,FG,eliminated
55,JobCat3,divorced,unknown,m,yes,high,FG,eliminated
30,JobCat6,single,tertiary,m,yes,high,FG,eliminated
40,JobCat2,single,primary,m,no,high,FG,eliminated
33,JobCat9,married,secondary,m,yes,high,FG,eliminated
29,JobCat6,single,tertiary,m,yes,high,FG,eliminated
27,JobCat11,single,secondary,m,yes,high,FG,eliminated
40,JobCat3,married,primary,m,yes,high,FG,eliminated
33,JobCat3,single,primary,m,no,high,FG,eliminated
57,JobCat3,single,primary,m,yes,high,FG,eliminated
29,JobCat3,single,secondary,m,yes,low,FG,elected
43,JobCat3,married,primary,m,yes,high,FG,eliminated
36,JobCat3,married,secondary,m,yes,high,FG,eliminated
49,JobCat3,married,secondary,m,yes,high,FG,eliminated
59,JobCat3,married,primary,m,no,high,FG,eliminated
31,JobCat3,married,secondary,m,yes,high,FG,eliminated
27,JobCat3,married,secondary,m,yes,high,FG,eliminated
50,JobCat11,divorced,secondary,m,yes,high,FG,eliminated
35,JobCat3,married,primary,m,yes,high,FG,eliminated
25,JobCat9,single,secondary,m,yes,high,FG,eliminated
55,JobCat6,married,primary,m,yes,high,FG,eliminated
43,JobCat3,married,secondary,m,no,high,FG,eliminated
29,JobCat8,married,secondary,m,yes,high,FG,eliminated
41,JobCat9,single,secondary,m,yes,high,FG,eliminated
37,JobCat9,single,secondary,m,yes,high,FG,eliminated
28,JobCat11,single,secondary,m,yes,high,FG,eliminated
56,JobCat3,married,primary,m,yes,high,FG,eliminated
33,JobCat9,married,secondary,m,yes,high,FG,eliminated
55,JobCat3,married,primary,m,yes,low,FG,eliminated
46,JobCat6,divorced,tertiary,m,yes,high,FG,eliminated
41,JobCat11,divorced,secondary,m,yes,high,FG,eliminated
33,JobCat3,married,secondary,m,yes,high,FG,eliminated
34,JobCat3,married,primary,m,yes,low,FG,elected
47,JobCat3,married,primary,m,yes,high,FG,eliminated
55,JobCat11,divorced,secondary,m,yes,high,FG,eliminated
47,JobCat3,single,primary,m,yes,high,FG,eliminated
29,JobCat5,single,tertiary,m,yes,high,FG,eliminated
49,JobCat3,married,primary,m,yes,low,FG,eliminated
46,JobCat3,married,primary,m,yes,high,FG,eliminated
48,JobCat3,married,primary,m,no,high,FG,eliminated
37,JobCat3,single,secondary,m,yes,low,FG,eliminated
36,JobCat8,married,secondary,m,yes,high,FG,eliminated
42,JobCat3,married,primary,m,yes,low,FG,eliminated
27,JobCat3,married,secondary,m,yes,high,FG,eliminated
34,JobCat7,single,secondary,m,yes,high,FG,eliminated
33,JobCat3,married,primary,m,yes,high,FG,eliminated
24,JobCat11,single,secondary,m,yes,high,FG,eliminated
40,JobCat9,married,tertiary,m,yes,high,FG,eliminated
37,JobCat3,married,secondary,m,yes,low,FG,eliminated
57,JobCat7,married,secondary,m,yes,low,FG,eliminated
47,JobCat11,married,secondary,m,yes,high,FG,eliminated
28,JobCat6,single,tertiary,m,yes,high,FG,eliminated
42,JobCat3,married,secondary,m,yes,high,FG,eliminated
28,JobCat9,single,secondary,f,yes,high,FG,eliminated
30,JobCat7,married,secondary,m,no,high,FG,eliminated
43,JobCat6,married,tertiary,m,yes,high,FG,eliminated
29,JobCat4,single,secondary,m,yes,high,FG,eliminated
26,JobCat7,married,secondary,m,yes,high,FG,eliminated
23,JobCat11,married,secondary,m,yes,high,FG,eliminated
19,JobCat3,married,primary,m,yes,high,FG,eliminated
51,JobCat6,married,tertiary,m,yes,high,FG,eliminated
56,JobCat7,single,secondary,m,yes,high,FG,eliminated
57,JobCat6,married,tertiary,m,yes,high,FG,eliminated
24,JobCat7,married,secondary,m,yes,high,FG,eliminated
33,JobCat3,single,primary,m,no,high,FG,eliminated
29,JobCat11,married,secondary,m,yes,high,FG,eliminated
37,JobCat3,married,secondary,m,yes,high,FG,eliminated
27,JobCat3,married,secondary,m,yes,high,FG,eliminated
40,JobCat9,married,secondary,m,yes,high,FG,eliminated
42,JobCat3,single,primary,m,yes,low,FG,eliminated
57,JobCat11,divorced,primary,m,yes,high,FG,eliminated
32,JobCat6,single,tertiary,m,yes,high,FG,eliminated
31,JobCat7,divorced,secondary,m,yes,high,FG,eliminated
35,JobCat3,married,secondary,m,yes,high,FG,eliminated
30,JobCat9,single,tertiary,m,yes,high,FG,eliminated
33,JobCat8,married,primary,m,yes,high,FG,eliminated
22,JobCat3,single,primary,m,yes,high,FG,eliminated
29,JobCat3,married,primary,m,yes,high,FG,eliminated
25,JobCat3,married,secondary,m,yes,high,FG,eliminated
43,JobCat7,married,secondary,m,yes,high,FG,eliminated
29,JobCat3,single,secondary,m,yes,high,FG,eliminated
47,JobCat7,married,secondary,m,yes,high,FG,eliminated
28,JobCat11,single,secondary,f,yes,high,FG,eliminated
29,JobCat9,married,tertiary,m,yes,high,FG,eliminated
31,JobCat3,single,secondary,m,yes,high,FG,eliminated
37,JobCat3,single,unknown,m,yes,low,FG,eliminated
33,JobCat11,divorced,secondary,m,no,high,FG,eliminated
42,JobCat11,divorced,secondary,m,yes,high,FG,eliminated
30,JobCat3,single,secondary,m,yes,high,FG,eliminated
25,JobCat6,married,tertiary,m,yes,high,FG,eliminated
33,JobCat1,married,tertiary,m,yes,high,FG,eliminated
30,JobCat11,single,tertiary,m,yes,high,FG,eliminated
35,JobCat3,single,primary,m,yes,high,FG,eliminated
29,JobCat9,single,tertiary,m,yes,high,FG,eliminated
24,JobCat5,single,tertiary,m,yes,high,FG,eliminated
33,JobCat9,single,secondary,m,yes,high,FG,eliminated
29,JobCat11,married,secondary,m,yes,high,FG,eliminated
33,JobCat9,single,secondary,m,yes,high,FG,eliminated
56,JobCat9,married,secondary,m,yes,high,FG,eliminated
25,JobCat7,single,secondary,m,yes,high,FG,eliminated
30,JobCat7,single,secondary,m,yes,low,FG,eliminated
37,JobCat7,married,secondary,m,yes,high,FG,eliminated
21,JobCat3,married,secondary,m,yes,high,FG,eliminated
33,JobCat10,divorced,tertiary,m,yes,high,FG,eliminated
45,JobCat3,married,primary,m,yes,low,FG,eliminated
58,JobCat1,married,primary,m,yes,low,FG,eliminated
30,JobCat3,married,secondary,m,yes,high,FG,eliminated
23,JobCat9,married,secondary,m,yes,high,FG,eliminated
37,JobCat4,married,secondary,m,yes,high,FG,eliminated
53,JobCat6,divorced,tertiary,m,yes,high,FG,eliminated
37,JobCat4,married,secondary,m,yes,high,FG,eliminated
30,JobCat11,single,secondary,m,yes,high,FG,eliminated
54,JobCat10,married,secondary,m,yes,high,FG,eliminated
32,JobCat6,married,secondary,m,yes,high,FG,eliminated
26,JobCat5,single,secondary,m,yes,high,FG,eliminated
37,JobCat11,married,secondary,m,no,high,FG,eliminated
52,JobCat3,married,primary,m,yes,high,FG,eliminated
27,JobCat3,married,secondary,m,yes,high,FG,eliminated
41,JobCat8,married,tertiary,m,yes,high,FG,eliminated
30,JobCat3,married,primary,m,no,high,FG,eliminated
28,JobCat9,married,primary,m,yes,high,FG,eliminated
58,JobCat3,married,primary,m,yes,high,FG,eliminated
29,JobCat11,married,secondary,m,yes,high,FG,eliminated
26,JobCat11,single,secondary,m,yes,high,FG,eliminated
50,JobCat11,single,primary,m,yes,high,FG,eliminated
31,JobCat3,married,secondary,m,yes,high,FG,eliminated
41,JobCat7,married,secondary,m,yes,high,FG,eliminated
21,JobCat3,single,primary,m,yes,high,FG,eliminated
19,JobCat11,single,secondary,m,yes,high,FG,eliminated
26,JobCat9,single,tertiary,m,yes,low,FG,elected
25,JobCat3,single,secondary,m,yes,high,FG,eliminated
41,JobCat3,divorced,secondary,m,yes,high,FG,eliminated
40,JobCat11,married,secondary,m,yes,high,FG,eliminated
27,JobCat9,single,tertiary,m,yes,high,FG,eliminated
23,JobCat5,single,secondary,m,yes,high,FG,eliminated
29,JobCat11,single,secondary,m,yes,high,FG,eliminated
28,JobCat3,married,secondary,m,no,high,FG,eliminated
29,JobCat6,married,tertiary,m,yes,high,FG,eliminated
27,JobCat3,married,secondary,m,yes,high,FG,eliminated
32,JobCat3,divorced,primary,m,yes,low,FG,elected
45,JobCat10,married,secondary,m,yes,high,FG,eliminated
59,JobCat8,married,primary,m,yes,high,FG,eliminated
52,JobCat3,divorced,primary,m,yes,high,FG,eliminated
27,JobCat5,single,secondary,m,yes,low,FG,elected
57,JobCat9,married,secondary,m,yes,low,FG,eliminated
34,JobCat11,single,secondary,m,yes,high,FG,eliminated
55,JobCat7,married,secondary,m,yes,high,FG,eliminated
31,JobCat6,married,tertiary,m,yes,high,FG,eliminated
31,JobCat11,married,secondary,m,yes,high,FG,eliminated
54,JobCat11,divorced,secondary,m,yes,high,FG,eliminated
56,JobCat9,single,secondary,m,yes,high,FG,eliminated
26,JobCat7,single,secondary,m,yes,high,FG,eliminated
28,JobCat11,divorced,secondary,m,no,high,FG,eliminated
29,JobCat3,married,secondary,m,yes,low,FG,eliminated
26,JobCat3,single,secondary,m,yes,high,FG,eliminated
22,JobCat11,single,secondary,m,yes,high,FG,eliminated
33,JobCat3,divorced,secondary,m,yes,high,FG,eliminated
23,JobCat2,single,secondary,m,no,high,FG,eliminated
30,JobCat6,single,tertiary,m,yes,high,FG,eliminated
45,JobCat11,married,secondary,m,yes,high,FG,eliminated
31,JobCat11,single,secondary,m,yes,high,FG,eliminated
32,JobCat11,single,secondary,m,no,high,FG,eliminated
32,JobCat11,married,secondary,m,yes,high,FG,eliminated
30,JobCat3,married,secondary,m,yes,high,FG,eliminated
34,JobCat11,married,secondary,m,yes,high,FG,eliminated
45,JobCat7,single,secondary,m,yes,high,FG,eliminated
35,JobCat3,divorced,secondary,m,yes,high,FG,eliminated
27,JobCat11,married,secondary,m,yes,high,FG,eliminated
36,JobCat6,married,secondary,m,no,high,FG,eliminated
40,JobCat11,divorced,secondary,m,yes,high,FG,eliminated
27,JobCat9,single,secondary,m,yes,high,FG,eliminated
51,JobCat6,single,tertiary,m,yes,high,FG,eliminated
50,JobCat8,married,secondary,m,yes,high,FG,eliminated
44,JobCat6,single,secondary,m,yes,high,FG,eliminated
25,JobCat11,single,tertiary,m,yes,high,FG,eliminated
43,JobCat3,married,primary,m,yes,high,FG,eliminated
31,JobCat3,married,secondary,m,yes,high,FG,eliminated
33,JobCat3,married,secondary,m,yes,high,FG,eliminated
30,JobCat6,married,tertiary,m,no,high,FG,eliminated
23,JobCat7,single,secondary,m,yes,high,FG,eliminated
27,JobCat3,married,secondary,m,yes,high,FG,eliminated
49,JobCat3,married,primary,m,yes,low,FG,eliminated
28,JobCat3,married,secondary,m,yes,high,FG,eliminated
31,JobCat3,married,secondary,m,yes,high,FG,eliminated
26,JobCat3,single,secondary,m,yes,low,FG,elected
36,JobCat9,divorced,secondary,m,yes,high,FG,eliminated
33,JobCat3,married,secondary,m,yes,high,FG,eliminated
28,JobCat7,single,secondary,m,yes,high,FG,eliminated
29,JobCat9,single,secondary,m,yes,high,FG,eliminated
40,JobCat11,single,secondary,m,yes,high,FG,eliminated
34,JobCat11,single,secondary,m,yes,low,FG,elected
54,JobCat3,divorced,primary,m,yes,high,FG,eliminated
27,JobCat3,married,secondary,m,yes,high,FG,eliminated
29,JobCat11,single,secondary,m,yes,high,FG,eliminated
26,JobCat7,single,secondary,m,yes,high,FG,eliminated
32,JobCat3,married,primary,m,yes,high,FG,eliminated
30,JobCat6,single,tertiary,m,yes,high,FG,eliminated
31,JobCat6,single,tertiary,m,yes,high,FG,eliminated
30,JobCat9,single,secondary,m,yes,high,FG,eliminated
23,JobCat11,single,secondary,m,yes,high,FG,eliminated
25,JobCat7,married,secondary,m,yes,high,FG,eliminated
41,JobCat7,married,primary,m,yes,high,FG,eliminated
31,JobCat4,married,tertiary,m,yes,high,FG,eliminated
31,JobCat3,married,secondary,m,yes,high,FG,eliminated
33,JobCat3,married,primary,m,yes,high,FG,eliminated
29,JobCat6,single,tertiary,m,yes,high,FG,eliminated
30,JobCat11,single,secondary,m,yes,high,FG,eliminated
53,JobCat7,single,secondary,m,yes,high,FG,eliminated
43,JobCat4,married,secondary,m,yes,high,FG,eliminated
40,JobCat4,married,secondary,m,no,high,FG,eliminated
42,JobCat3,married,secondary,m,yes,high,FG,eliminated
25,JobCat6,single,secondary,m,yes,high,FG,eliminated
27,JobCat11,single,secondary,m,yes,high,FG,eliminated
29,JobCat3,single,secondary,m,yes,low,FG,elected
41,JobCat11,divorced,secondary,m,yes,high,FG,eliminated
25,JobCat9,married,secondary,m,yes,high,FG,eliminated
34,JobCat6,single,tertiary,m,yes,high,FG,eliminated
24,JobCat3,single,secondary,m,yes,high,FG,eliminated
28,JobCat7,single,secondary,m,yes,high,FG,eliminated
30,JobCat7,married,secondary,m,yes,high,FG,eliminated
33,JobCat9,married,secondary,m,no,high,FG,eliminated
31,JobCat7,single,secondary,m,yes,high,FG,eliminated
25,JobCat9,married,tertiary,m,yes,high,FG,eliminated
27,JobCat11,married,secondary,m,yes,high,FG,eliminated
31,JobCat11,married,secondary,m,yes,high,FG,eliminated
58,JobCat3,married,secondary,m,yes,high,FG,eliminated
31,JobCat9,single,tertiary,m,yes,high,FG,eliminated
21,JobCat9,single,secondary,m,yes,high,FG,eliminated
45,JobCat11,divorced,secondary,m,yes,low,FG,elected
36,JobCat7,divorced,secondary,m,yes,low,FG,elected
35,JobCat3,divorced,primary,m,yes,high,FG,eliminated
55,JobCat2,divorced,tertiary,m,no,low,FG,elected
30,JobCat11,single,secondary,m,yes,low,FG,elected
32,JobCat3,single,unknown,m,yes,high,FG,eliminated
47,JobCat3,married,primary,m,yes,high,FG,eliminated
34,JobCat1,single,secondary,m,yes,low,FG,elected
30,JobCat11,married,secondary,m,yes,high,FG,eliminated
25,JobCat3,single,primary,m,yes,low,FG,elected
27,JobCat9,single,secondary,m,yes,high,FG,eliminated
28,JobCat3,single,unknown,m,yes,low,FG,elected
45,JobCat9,divorced,secondary,m,yes,high,FG,eliminated
25,JobCat9,divorced,secondary,m,yes,high,FG,eliminated
53,JobCat3,married,primary,m,yes,high,FG,eliminated
24,JobCat3,single,secondary,m,yes,high,FG,eliminated
32,JobCat4,single,tertiary,m,yes,high,FG,eliminated
32,JobCat11,single,tertiary,m,yes,low,FG,elected
44,JobCat11,divorced,secondary,m,yes,high,FG,eliminated
32,JobCat3,married,primary,m,yes,high,FG,eliminated
30,JobCat3,married,primary,m,yes,high,FG,eliminated
44,JobCat11,married,secondary,m,yes,high,FG,eliminated
26,JobCat6,single,secondary,m,yes,high,FG,eliminated
44,JobCat9,single,secondary,m,yes,high,FG,eliminated
33,JobCat3,divorced,secondary,m,yes,high,FG,eliminated
36,JobCat11,single,secondary,m,yes,high,FG,eliminated
28,JobCat7,divorced,secondary,m,yes,high,FG,eliminated
26,JobCat9,single,secondary,m,no,low,FG,eliminated
34,JobCat9,single,secondary,m,yes,high,FG,eliminated
28,JobCat9,single,secondary,m,yes,high,FG,eliminated
27,JobCat4,single,tertiary,m,yes,high,FG,eliminated
31,JobCat3,married,secondary,m,yes,high,FG,eliminated
29,JobCat9,single,tertiary,m,yes,high,FG,eliminated
32,JobCat6,married,tertiary,m,yes,high,FG,eliminated
33,JobCat11,single,secondary,m,yes,high,FG,eliminated
59,JobCat2,divorced,primary,m,yes,low,FG,eliminated
24,JobCat3,single,secondary,m,yes,high,FG,eliminated
43,JobCat8,married,secondary,m,yes,low,FG,eliminated
36,JobCat3,married,primary,m,yes,high,FG,eliminated
45,JobCat11,married,secondary,m,no,high,FG,eliminated
34,JobCat3,single,primary,m,yes,high,FG,eliminated
27,JobCat11,single,secondary,m,yes,high,FG,eliminated
32,JobCat3,married,secondary,m,yes,high,FG,eliminated
32,JobCat9,married,secondary,m,yes,high,FG,eliminated
37,JobCat9,married,secondary,m,yes,high,FG,eliminated
29,JobCat10,single,secondary,m,yes,high,FG,eliminated
47,JobCat11,married,secondary,m,yes,high,FG,eliminated
49,JobCat11,single,secondary,m,yes,high,FG,eliminated
40,JobCat6,married,tertiary,m,yes,high,FG,eliminated
36,JobCat9,single,secondary,m,yes,low,FG,elected
27,JobCat3,married,primary,m,yes,high,FG,eliminated
36,JobCat9,married,secondary,m,yes,low,FG,elected
46,JobCat6,single,tertiary,m,no,high,FG,eliminated
45,JobCat11,divorced,secondary,m,yes,low,FG,elected
43,JobCat10,single,unknown,m,yes,high,FG,eliminated
35,JobCat11,married,secondary,m,yes,high,FG,eliminated
35,JobCat7,married,secondary,m,yes,high,FG,eliminated
37,JobCat6,single,tertiary,m,yes,low,FG,elected
58,JobCat2,divorced,primary,m,no,low,FG,elected
43,JobCat7,married,secondary,m,no,high,FG,eliminated
24,JobCat5,single,secondary,m,no,low,FG,elected
43,JobCat6,divorced,unknown,m,no,low,FG,elected
25,JobCat5,single,tertiary,m,yes,low,FG,elected
42,JobCat6,married,primary,m,yes,low,FG,elected
29,JobCat11,single,secondary,m,yes,high,FG,eliminated
43,JobCat11,single,secondary,m,yes,low,FG,elected
31,JobCat9,single,secondary,m,no,high,FG,eliminated
60,JobCat2,divorced,tertiary,m,no,high,FG,eliminated
34,JobCat6,single,tertiary,m,no,high,FG,eliminated
26,JobCat9,single,tertiary,m,yes,high,FG,eliminated
56,JobCat2,married,tertiary,m,no,low,FG,elected
28,JobCat9,single,secondary,m,yes,high,FG,eliminated
28,JobCat11,married,secondary,m,no,high,FG,eliminated
37,JobCat6,married,tertiary,m,yes,high,FG,eliminated
36,JobCat11,married,secondary,m,yes,low,FG,elected
34,JobCat9,married,tertiary,m,yes,high,FG,eliminated
29,JobCat9,single,secondary,m,yes,high,FG,eliminated
27,JobCat11,married,tertiary,m,no,high,FG,eliminated
31,JobCat9,single,tertiary,m,yes,high,FG,eliminated
40,JobCat3,married,primary,m,yes,high,FG,eliminated
30,JobCat6,married,tertiary,m,no,high,FG,eliminated
40,JobCat6,married,secondary,m,yes,high,FG,eliminated
33,JobCat3,single,secondary,m,yes,high,FG,eliminated
30,JobCat9,single,tertiary,m,no,low,FG,elected
34,JobCat6,married,tertiary,m,no,high,FG,eliminated
29,JobCat6,single,tertiary,m,yes,high,FG,eliminated
31,JobCat6,married,tertiary,m,no,low,FG,elected
43,JobCat6,married,tertiary,m,yes,high,FG,eliminated
22,JobCat5,married,unknown,m,no,high,FG,eliminated
29,JobCat9,married,secondary,m,no,low,FG,elected
52,JobCat9,married,secondary,m,yes,high,FG,eliminated
43,JobCat6,divorced,tertiary,m,no,high,FG,eliminated
26,JobCat8,single,tertiary,m,no,low,FG,elected
57,JobCat8,married,tertiary,m,no,high,FG,eliminated
32,JobCat1,married,tertiary,m,no,high,FG,eliminated
27,JobCat7,married,secondary,m,yes,low,FG,elected
34,JobCat11,single,tertiary,m,no,high,FG,eliminated
34,JobCat9,single,secondary,m,no,high,FG,eliminated
26,JobCat9,single,secondary,m,no,high,FG,eliminated
60,JobCat2,married,tertiary,m,no,high,FG,eliminated
60,JobCat6,married,tertiary,m,no,high,FG,eliminated
27,JobCat6,single,tertiary,m,no,low,FG,elected
47,JobCat11,divorced,secondary,m,no,low,FG,elected
35,JobCat11,married,secondary,m,no,low,FG,elected
24,JobCat11,single,secondary,m,no,low,FG,elected
30,JobCat3,married,secondary,m,yes,high,FG,eliminated
43,JobCat6,married,tertiary,m,yes,high,FG,eliminated
36,JobCat9,single,secondary,m,no,low,FG,elected
19,JobCat3,single,secondary,m,no,low,FG,elected
55,JobCat11,divorced,secondary,m,no,low,FG,elected
26,JobCat6,married,tertiary,m,yes,high,FG,eliminated
43,JobCat11,married,secondary,m,no,low,FG,elected
24,JobCat6,single,tertiary,m,no,low,FG,elected
58,JobCat2,married,secondary,m,no,high,FG,eliminated
34,JobCat11,married,secondary,m,yes,high,FG,eliminated
23,JobCat9,single,secondary,m,yes,high,FG,eliminated
49,JobCat6,married,tertiary,m,yes,low,FF,elected
41,JobCat9,divorced,tertiary,m,yes,high,FF,eliminated
60,JobCat9,married,secondary,m,no,low,FF,elected
46,JobCat6,divorced,tertiary,m,no,high,FF,eliminated
45,JobCat11,married,tertiary,m,no,high,FF,eliminated
58,JobCat6,married,tertiary,m,no,high,FF,eliminated
42,JobCat4,married,secondary,m,no,low,FF,elected
55,JobCat9,married,secondary,m,yes,low,FF,elected
52,JobCat9,married,secondary,m,yes,high,FF,eliminated
60,JobCat6,married,tertiary,m,yes,high,FF,eliminated
57,JobCat2,married,tertiary,m,no,high,FF,eliminated
54,JobCat7,divorced,secondary,m,no,low,FF,elected
42,JobCat6,divorced,tertiary,m,no,high,FF,eliminated
34,JobCat9,married,tertiary,m,no,high,FF,eliminated
47,JobCat6,married,tertiary,m,no,low,FF,elected
27,JobCat6,single,tertiary,m,no,low,FF,elected
34,JobCat6,single,tertiary,m,no,high,FF,eliminated
48,JobCat3,married,secondary,m,yes,low,FF,elected
40,JobCat7,married,secondary,m,yes,high,FF,eliminated
36,JobCat11,married,tertiary,m,no,low,FF,elected
37,JobCat11,single,secondary,m,yes,high,FF,eliminated
42,JobCat7,married,secondary,m,yes,low,FF,elected
45,JobCat6,married,tertiary,m,yes,high,FF,eliminated
49,JobCat9,married,tertiary,m,yes,high,FF,eliminated
49,JobCat7,married,secondary,m,yes,high,FF,eliminated
24,JobCat11,single,secondary,m,no,high,FF,eliminated
32,JobCat11,single,secondary,m,yes,high,FF,eliminated
26,JobCat9,single,tertiary,m,no,low,FF,elected
33,JobCat6,married,tertiary,m,no,high,FF,eliminated
49,JobCat6,married,tertiary,m,no,high,FF,eliminated
54,JobCat6,married,tertiary,m,no,high,FF,eliminated
27,JobCat9,married,secondary,m,yes,high,FF,eliminated
32,JobCat10,married,secondary,m,no,low,FF,elected
30,JobCat8,married,secondary,m,no,low,FF,elected
